rmse_log_train,rmse_log_val
0.8139654594746234,0.8252503059403903
0.8019702607411813,0.8130200868514836
0.7902394223983092,0.8010201690156723
0.7787188880377696,0.7892744687835703
0.7673808811588124,0.7777134569347305
0.756275543020605,0.7663337918314436
0.7452882971823444,0.7550857119976295
0.7345562728016477,0.7441207940277853
0.7241126080130507,0.7334363901757038
0.7138307053220303,0.7229330902748099
0.703754123844268,0.7126058765430627
0.6938681288431403,0.7025271598721593
0.6841180826510348,0.6925972713635694
0.6745844125197933,0.6829494605576615
0.6652985389857934,0.6734965813645581
0.6560783428060978,0.6641199164077799
0.6471036050406805,0.6549146008383748
0.638262726609334,0.6458537628120232
0.6296238636646214,0.6370652094128404
0.6211344139810643,0.6284237157068516
0.6127988466948748,0.6199254375194218
0.6046213952040798,0.6116032360875825
0.596659510731234,0.6034612591973366
0.5888462370896174,0.5955196090658581
0.5811202526417815,0.5876455816734018
0.5735920688508506,0.5799585359958428
0.5662323891760579,0.5724646081380091
0.5589935351648316,0.5650960701931255
0.5518618390579979,0.5578599836608389
0.544923928376748,0.550798701004567
0.5380858862525323,0.5438547538267553
0.5314509225475561,0.5371324858647885
0.5249268760409929,0.5304827493454104
0.5185552517849786,0.5239483935755329
0.512225711610467,0.5175038127796499
0.5060446489065648,0.5112410773949704
0.50000739881385,0.5050971757723532
0.49418516610027285,0.4991814174228456
0.4883731583694181,0.493233155699198
0.4826579674119603,0.4874162742555467
0.47710978353338973,0.4817558923962372
0.4716764714011011,0.4761902273218925
0.46632174248371105,0.47076437574395025
0.4611000331912281,0.465482410888652
0.45624413614384657,0.46056227429773317
0.45121544600813246,0.4554630278419472
0.4463836570796114,0.45054395152316984
0.44160400920589343,0.44568135276754184
0.43695629640397216,0.44095088086915957
0.4324935067459504,0.43640879817901024
0.42799810747048245,0.4318365740854137
0.4235671743041432,0.42734863432576603
0.4192506871227954,0.4229584735829561
0.41508677372864095,0.41869830012712217
0.4109661870729142,0.4145156497873179
0.40692365254743146,0.4104314360144685
0.4030333993567443,0.40652497675863847
0.39918470916040777,0.40259535983898653
0.3954581582942534,0.39881967359198006
0.3918063712657653,0.39511470776967555
0.3881995032891781,0.39143895224303743
0.38467984135958355,0.3879077531972599
0.3812313764795758,0.38440859961671126
0.3778842308874659,0.38102161946073626
0.37456101311446816,0.3776730439394646
0.37132830696396035,0.37441635955365515
0.3681444417555979,0.3712230332219952
0.36511477165546685,0.3681365432724353
0.3621539787354319,0.36512334569574817
0.35922783542480813,0.3621398970382011
0.3564004454333524,0.35925648230380025
0.3536201413057675,0.35646507310641207
0.35088980916916535,0.35369402062409216
0.34826018251656415,0.35105895442723806
0.3457621876801083,0.34851329158109995
0.34316350960980574,0.34589565758140867
0.3407279964410285,0.3434451094944519
0.33830982343047766,0.34103022025472607
0.33596026561392905,0.33868362421123116
0.3336782941527769,0.33641774382684364
0.3314003217061179,0.33413004534279084
0.3292151596523933,0.3319137995639228
0.327070809173192,0.3297836216940451
0.3249739155951961,0.3276607023256737
0.3229107458096933,0.3255655847954303
0.32092423044393403,0.32358962956173615
0.318978276509264,0.32165657741144615
0.31708386878231054,0.3197858814769784
0.31529010008787184,0.31800635504475927
0.3134970450715716,0.31624053708547256
0.3117670980428796,0.3145261102741066
0.31003438331636163,0.3128060171143336
0.3083533761607296,0.3111289032015338
0.30672139613438293,0.30950394627775707
0.3051017847544147,0.3079102676865105
0.3035779814584596,0.30640511584751623
0.3020717458667364,0.30494729874891446
0.30060601296641865,0.30351182028301726
0.29915662528443704,0.30211234389349073
0.2977373173433817,0.3007229429984277
0.2963679481446534,0.29937996949884926
0.29504378850931673,0.298082522559908
0.29376952906461495,0.2968184512157129
0.29245381480121474,0.2955280248538705
0.29121331068747464,0.29432077326611755
0.28999014325815464,0.29313273901057535
0.28882494974333056,0.29198150963498776
0.287663302149874,0.2908814003555265
0.28658057858316427,0.28983053365805633
0.28548850674560355,0.2887542384977419
0.28444749753542836,0.28774517113236464
0.28340326093372675,0.28675672527344326
0.2824108858135142,0.2857925546206491
0.28139895715598673,0.28478750405603126
0.28042941979471175,0.2838504212105118
0.27949039293789585,0.2829599164625609
0.27858054480817435,0.28210349855346906
0.27767373361986675,0.281239075590966
0.27683457119580457,0.28041658574761186
0.27597572335095527,0.2795941660645344
0.27518178181355085,0.2788403353544633
0.27437485189174726,0.2780742304705787
0.2735682732506394,0.27730308792324454
0.27278196870124116,0.27656529744312064
0.27204160530417854,0.27586764642651884
0.2713222376343401,0.27518104432290524
0.27065447262570874,0.27453678189048053
0.2699801623213974,0.2739053109079897
0.2693232536871596,0.2732930266390292
0.26866058729792913,0.27268615756649034
0.2680025905784168,0.27207538815920634
0.26737779554330365,0.27148813517624776
0.26679165593424675,0.2709291072372597
0.2661750725643288,0.2703734808320627
0.26560466123885795,0.2698241118706185
0.26503297990634056,0.2692721934208165
0.2644713827267259,0.26875380366486706
0.2639481565676321,0.26828514403097464
0.26340799624656364,0.2678062439255999
0.262936711179647,0.26736293499024355
0.2624275264149404,0.2669065946128176
0.26193615743825666,0.2664426442863576
0.2614327848394821,0.265984094696069
0.2609561508253261,0.2655416075064986
0.2604977409661718,0.26512955485927514
0.26006199529382784,0.2647277296044782
0.25967713981204227,0.2643944536444565
0.25923839516064107,0.2640072455959984
0.25881656172608203,0.2636280140830073
0.25842577606990863,0.2632900744558555
0.2580596442537106,0.2629665832363169
0.2576422583433777,0.26258771130396535
0.25724061299589585,0.2622617059216874
0.2568909774991153,0.26195057112583414
0.256535797718122,0.2616414275151867
0.2561829506555595,0.26132735916790506
0.2558227432560152,0.2610262905257768
0.2554916978170738,0.260740555067611
0.25519489944197365,0.26046596776871217
0.2548648608281902,0.2602088816905539
0.2545595260988134,0.25993934119007883
0.2542337868214333,0.25964601966447376
0.2539332683854733,0.2593936941238682
0.2536278409660276,0.25916707975968567
0.2533482768029656,0.25891266870598695
0.25306299640335383,0.2586897350074088
0.25280436267703127,0.25849078528240826
0.25253143823495217,0.2582481250016388
0.25228342287185257,0.25803391724463753
0.2520309911189073,0.25782747121139954
0.2517842528699176,0.2576086855721602
0.2515667386435466,0.2574048303162482
0.2513040556308085,0.25719266306170296
0.2510825615754942,0.2570230420667678
0.250843641132168,0.256832168846493
0.2506266605405214,0.2566577943110519
0.2503824171424,0.2564598592305061
0.25017598634822713,0.2563063706268496
0.24996901124118798,0.25615282103882203
0.249759891360614,0.2559945120933129
0.2495541524627888,0.2558206583003144
0.24935908495004866,0.2556620309407048
0.24917130852670405,0.25550475629736863
0.24898936502197586,0.25533841816009345
0.24880396208038874,0.25519524954467027
0.2486186376732653,0.2550614136978235
0.24844290655443638,0.25494332944215875
0.24828566563971483,0.2548268065388628
0.24809435821951742,0.2546881063291065
0.24795206286460275,0.2545679067883562
0.24777524874954007,0.25444108184560343
0.24760453404104893,0.2542875526636248
0.24744619872379892,0.2541698314132275
0.24727760233320836,0.25404622801144394
0.24714137681052709,0.25395016675160365
0.24701146393439805,0.25385311197396143
0.2468716537290383,0.25375848678714763
0.24675205043769485,0.25366434735993
0.24662502662390307,0.253564333106325
0.2464725798442439,0.25344895925025374
0.246337201946334,0.253350571669452
0.24620375392893173,0.2532687581959977
0.2460762673474381,0.25316401312035486
0.24594341778146778,0.2530615499698647
0.24581296995718382,0.2529508701335276
0.245681562818647,0.25284744514137214
0.2455649851049028,0.2527552952164755
0.2454417523013348,0.2526579430438549
0.24533854371546365,0.25256968489472464
0.24520502544599082,0.2524965266370923
0.2451027930222293,0.25242570520235397
0.2449701706923149,0.2523353360632484
0.24484923101592118,0.2522435442978321
0.24474188234566124,0.25214953824887176
0.24461221869685035,0.2520633399928699
0.24451767448247777,0.2519878967929299
0.2444023341396787,0.2519033253554301
0.24429553397221704,0.2518315477543418
0.24418735113537174,0.25176391698725553
0.24408817859662577,0.25169919591958595
0.24397993203714555,0.2516348177542697
0.24386574132849853,0.25159607633884873
0.24377024504996833,0.25152510463083844
0.2436771187707908,0.25145509402418487
0.24360619348513649,0.25141268986672494
0.24351340253531875,0.2513408040011805
0.24342360225747384,0.2512881967109537
0.24331519436552765,0.2512192051191652
0.24322554103654023,0.25116014036617546
0.24315896758011873,0.251118474759839
0.2430751087066749,0.2510593123103644
0.24298647812314025,0.2510014081256775
0.24289912296645655,0.2509407638535962
0.24281541595209769,0.2508829097376415
0.24274009987473216,0.25082674665000587
0.24264869163767022,0.25075277138722973
0.24258098322032834,0.2507212368555445
0.24250803186587755,0.25067304882545716
0.24240141728178474,0.2506108729888528
0.24234083730330339,0.25056105311158583
0.24228376934676216,0.2505155146044499
0.24220223268957505,0.25046687095950154
0.24214172379899596,0.2504349560633414
0.24207512326186775,0.2503935290461641
0.24200797355858955,0.25034466408455375
0.2419517238601858,0.25030632303621186
0.2418853979197938,0.2502456716341219
0.24181725939819268,0.2502054872338981
0.24174847258438067,0.2501623871550669
0.2416889129295479,0.2501398233282668
0.24159663580043778,0.2500763164109228
0.24154224096521695,0.25003494581207303
0.24148125030765882,0.24999903343943372
0.24140597598463756,0.24995548355593544
0.24134912358276836,0.24990615796819862
0.24129025194659431,0.24985871945443247
0.24121382197261998,0.2498013096109835
0.2411331311981338,0.24975370549334674
0.24109507312429598,0.24973098813184094
0.24104964136445772,0.2497178929016847
0.24099226943660168,0.24970601673018272
0.24093690608372767,0.24967550247250228
0.24087342435723688,0.24963175646761043
0.24082068853482247,0.24958952190151718
0.24074892276805074,0.24956279502248505
0.24068582407095643,0.24952650280755698
0.24061625617238883,0.2494729986989383
0.2405716874129761,0.24945697734603015
0.24052800472295666,0.24942894928691473
0.24047466847458795,0.24939750740936606
0.24044567643173614,0.24937975180486208
0.24039656631879172,0.249351936549704
0.24031227139826472,0.24931961469491076
0.24026174606871376,0.24929856671423334
0.24021725114390893,0.2492810831173493
0.2401560672260976,0.24925524360421247
0.24011307956438557,0.24923530769304314
0.24008113772239253,0.24923236161625573
0.24004929034483613,0.24920580999782843
0.23999333728245653,0.24917710834974163
0.2399358635182356,0.24915643990233252
0.2399025071413421,0.24914127114700135
0.2398547389468608,0.24912617507255136
0.2397964175017795,0.24910116841115468
0.23976319458814635,0.24909327117722732
0.23971296773459796,0.2490727685826958
0.23965776465219849,0.24905956659729492
0.2396129577464883,0.2490358472565521
0.23957189951167526,0.24901284005056504
0.2395349519663279,0.24898797675238996
0.23948645614979422,0.24896982009792795
0.23944856998786457,0.24896020819882006
0.23938545397128197,0.2489226030181847
0.2393428743081801,0.2488952828232528
0.23927670757238914,0.248890817938051
0.2392240871507165,0.24887360181715315
0.23920437239668788,0.24886763616644306
0.2391704035574599,0.24885230278858853
0.23913603343707243,0.2488344392167624
0.23910949650761737,0.24882366993205965
0.2390568968377526,0.24879127282953659
0.23900499673226935,0.24876235043861109
0.23896083769112705,0.2487452623016629
0.23894864022185927,0.24874673697857055
0.23891877745238224,0.24873679606132007
0.23888034001586267,0.24871594137262926
0.2388370159562651,0.24868674059696358
0.2388036761308312,0.24867795797043732
0.23878345321826805,0.24866997906383428
0.2387619644690981,0.24865861983002185
0.23873029825832345,0.24865701073691285
0.23867362830788363,0.24862435527521534
0.23863673853777032,0.24860492325500577
0.2385878565014553,0.24858479666290856
0.2385545951689555,0.24856721183166008
0.23853566198732085,0.2485517292232938
0.23849949132349885,0.248536505329359
0.23846220291313214,0.24851917206084434
0.23845717867891913,0.2485171161701983
0.23844503638018802,0.2485094291453013
0.23840359915653597,0.24850049786666908
0.2383424796331507,0.24846902380836577
0.2383250714585623,0.24846809970747313
0.23830733791158698,0.24846399442118997
0.23828283321940738,0.24844361919098168
0.2382403060817446,0.24841783720221217
0.23820428114184172,0.2484092855074585
0.23816851721838636,0.2484055434222726
0.23814706691356616,0.24839974074629187
0.23810666550854157,0.24839334606326088
0.23805086619135776,0.24837539486470914
0.23802373742273855,0.2483691062298022
0.23800293093738986,0.24837556385351123
0.23796044818682377,0.24835312964050765
0.23791049566074898,0.2483197008157416
0.23788091085372137,0.24831180681700576
0.23786387132097486,0.24830775485472725
0.23782458939610782,0.24829868787127368
0.23779254899998983,0.2482814471861177
0.2377666206150897,0.2482701891347504
0.23774937001822571,0.2482715959285959
0.2377186788095347,0.24825435488589834
0.23765695399312464,0.2482320161123417
0.23763882169770997,0.24823034078233222
0.23761759294303503,0.2482164096462497
0.23759521757887325,0.24821088536501876
0.23758322806255225,0.24820824552883733
0.237573146632793,0.24819899233234263
0.2375487940349276,0.24819540363295034
0.2375112964006246,0.2481848863804174
0.2374628751444349,0.2481696086403364
0.23744392779916343,0.24816257763776625
0.23739824902638693,0.24814165995681972
0.2373773692690287,0.24813268372095865
0.23734907227252042,0.24810472382546186
0.23731434710349006,0.2481004634474429
0.23727429480423695,0.24809942112618813
0.23725753115931172,0.24808614903193116
0.23723161094600662,0.2480917095305862
0.23719016152121597,0.2480648075061876
0.23717768572577738,0.24807832886277073
0.23713762614613787,0.24807821682354902
0.23711777017712418,0.24806516580486038
0.23708266713757567,0.24805222592072657
0.237057586429456,0.24803534465307447
0.23702954001846904,0.2480349470042142
0.23699248423122482,0.24801817227279024
0.23696130272062402,0.24800300609443374
0.23695674479823725,0.2480001754037857
0.23693812135605014,0.2479981917060131
0.23690783589113146,0.24799909071554938
0.23687343168553,0.248002056749774
0.2368472718969504,0.24799384073401431
0.2368145361589629,0.24797839909862934
0.23678239135658385,0.24798023900697388
0.23674755933970507,0.2479911668529737
0.23672448032528973,0.24798496276573842
0.23669862401935327,0.2479740117573355
0.23668041118610467,0.24797198360169517
0.23667080146479041,0.247960094727996
0.23665042710372383,0.24796392755154478
0.23662374530698244,0.2479584623464454
0.23658719703049813,0.24795468960645847
0.23654298193003132,0.24792767453011286
0.23651645680204797,0.24791698400628387
0.2364744074531863,0.24790751743870199
0.23646741529064394,0.24790719657332644
0.2364330726557548,0.24789676434485164
0.23641759088088438,0.24789593972802318
0.23638358775980323,0.24787082367900137
0.23637476175381847,0.24786325130845535
0.23634841454265523,0.2478443979066912
0.236341794438904,0.24784679016092157
0.2363308248517918,0.24783530047348357
0.23631428202022223,0.24784307694730878
0.2362823487712418,0.24784003322638062
0.23626839312592626,0.24783474253079987
0.23625705084432494,0.24784115773725768
0.23622133396232026,0.2478231102564191
0.2362029779123147,0.24780596114505535
0.2361549102133952,0.2477708850264427
0.23615488512231067,0.247771101451341
0.23613202771540898,0.2477576529267324
0.23610778844630323,0.24775574194005323
0.23609269776730635,0.24775868762724815
0.23609267851769986,0.24775885193115313
0.23606552359762387,0.24775614871836313
0.23604799806703508,0.24775695975266868
0.23604662345749378,0.24775865048702161
0.2360327651082843,0.24775844996164204
0.23599399948336017,0.24774731412194131
0.23599404358636394,0.24774687823096792
0.23596955784842932,0.2477386591202587
0.23591865583493404,0.24772339143576752
0.23591633956844266,0.2477248238931189
0.23588716901777418,0.2477184008690788
0.23588276354142373,0.2477166812301308
0.23586078097874558,0.24771538124487352
0.2358439450758146,0.24771156109699125
0.23581429763847211,0.24771845602699746
0.23581063246482561,0.24771824531769285
0.23580857080210638,0.24771401146694266
0.23580639803523828,0.24771742983056763
0.2357917164363256,0.24770176275582823
0.23576681766230287,0.24770568269601376
0.23573270195415472,0.24769302873173074
0.23572079398869777,0.24769237188682264
0.23568298625807052,0.24769002883350003
0.23565908655712706,0.24768042885399771
0.23563512236169654,0.24766615816167264
0.2356312323522509,0.24766782485678193
0.2356303185203678,0.24766916418399385
0.23561987317144942,0.24766480791932552
0.23559591452178022,0.24765447121976283
0.23555371964241748,0.2476377786782822
0.23553319574040385,0.24762725037825295
0.23550363004032984,0.24762119649557193
0.23546054452450274,0.2476176335924642
0.2354402147350575,0.247618107422334
0.23541419383638998,0.24761531316151472
0.2354042713019957,0.2476149724730108
0.23538726633065427,0.24760292176606338
0.23536623522721434,0.24759724179962805
0.23535986766984482,0.24759779658107814
0.23532940230186555,0.2475865348905765
0.23531235854010452,0.24758148250318884
0.23527842917757927,0.24757575962469597
0.23527614772738137,0.24757258403324028
0.23526948086883648,0.24757022179618035
0.2352673560001905,0.24756950466851
0.23526351601833279,0.24756974310423735
0.23525148723663586,0.2475601567066245
0.23522301041439028,0.24755327640040453
0.23522201951545577,0.24755211021462775
0.23522069678989735,0.24755224202923626
0.23521095788062468,0.24754503610695489
0.23520619111617116,0.2475362991626508
0.2352041569748503,0.24753678195281803
0.23518302564547783,0.24753502873853495
0.23518301488853502,0.2475351402373991
0.23515073834144776,0.2475161289263911
0.23512837875492903,0.2475119766372226
0.23512624474218788,0.2475116322345462
0.23512619823916894,0.24751216536200596
0.23508908075635715,0.24750842038277604
0.23507241714323365,0.24750379685315602
0.23504741177179395,0.24750177016441158
0.23504559277820222,0.24750105642838383
0.2350296755354146,0.24749547292268484
0.23502966307214185,0.24749557841760075
0.23502679077188038,0.24750267144121996
0.2350190463403881,0.24750722589857993
0.23500736680747902,0.24750450998414117
0.23500237443243535,0.24750539209607128
0.2349912636513747,0.2475002764394368
0.23498713627272544,0.2475038976282723
0.23498538222050327,0.24750436295760708
0.23496933337316558,0.2474992446577124
0.23494117740049936,0.24748924382803694
0.234941186040966,0.24748894237974436
0.23491732552855799,0.2474835195309459
0.23491683583368933,0.2474838894253379
0.23491684262923387,0.2474838340040244
0.234913534221898,0.2474848430327481
0.2348974489853758,0.24747900913098111
0.23489606470830476,0.24747885799442124
0.23486308209603302,0.24747508534641527
0.2348533250731666,0.24748092862533322
0.23480164938881945,0.24747178628924066
0.23480164398370673,0.2474717433896524
0.2348016386174027,0.24747194352283017
0.23477377693355317,0.24747174406364086
0.2347730715612024,0.2474718752876148
0.23475540941630135,0.24746176906166903
0.23473001369315075,0.2474487984073223
0.23473002185540215,0.24744897719108627
0.23470045842043,0.24743088009239783
0.23469534775689793,0.2474311782755034
0.2346953688066984,0.24743156365437352
0.2346953688066984,0.24743156365437352
0.23468556948695438,0.2474350581605581
0.2346855528940361,0.2474347871866268
0.23466419640286657,0.24742119364259949
0.23464998380959923,0.24741015134529157
0.23464920294383124,0.24741018065924475
0.23463489886198047,0.2474148914271619
0.234634910961458,0.24741514825947847
0.2346328914452919,0.2474160728778347
0.23460189436803525,0.2474164697593795
0.23460192213592054,0.24741689201230713
0.23460067168557705,0.24741388004800285
0.23459980682524018,0.24741408263276202
0.23457985717348398,0.24739791633752886
0.2345609823103488,0.24738355170196585
0.23455596009232196,0.24738760296505147
0.23454788280772476,0.24738330352043753
0.2345060803231699,0.24736559057966415
0.23450608619708993,0.24736571742236263
0.23449372965849508,0.24735958370882968
0.2344697408578587,0.247355040047944
0.2344674839974487,0.24735409202751746
0.2344674797757969,0.247354116478188
0.23446099943680315,0.24735390780313887
0.23444836534472321,0.24734622018807528
0.23443923247308177,0.24733437147939882
0.23443178253471447,0.2473292884639902
0.23442539854016625,0.2473283773650421
0.23442503012066523,0.2473291054386371
0.23441970072359297,0.2473283003089627
0.23441860395244338,0.24732890426462
0.23441861171717965,0.24732923450045455
0.23441151177483588,0.2473289558283406
0.23441150838716612,0.24732887624718744
0.23440100524455332,0.24733186331097312
0.23438172198487156,0.24733716317107104
0.2343557960913473,0.24734303375689282
0.23435511012080548,0.2473435016992991
0.23435512955191007,0.2473441497676755
0.23435469664695865,0.24734394924678735
0.2343197353792484,0.24734182770254076
0.23428796501255902,0.2473418775526206
0.23428795507536945,0.24734171490710993
0.23425101562668257,0.24733610338417497
0.23422710626291757,0.2473214687873403
0.23422708731203407,0.2473210798096249
0.23422625090878635,0.24732143217285657
0.23421978052363637,0.24732038979074497
0.23421980686772845,0.24732092823347607
0.23419425289153073,0.24731814743167224
0.23417700261593583,0.24731147132953257
0.2341370210732095,0.24731449029300973
0.23413701937715425,0.2473144231456796
0.23412635864360848,0.24730458639787764
0.23410927110958996,0.2472968841908993
0.23410927110958996,0.2472968841908993
0.23409777731502096,0.24728706804864178
0.2340907983320153,0.2472857831931811
0.23407498606021998,0.24728526751415814
0.23405890141130203,0.24728406358208066
0.2340370831745883,0.24727085107204888
0.23403710039200418,0.24727139097139322
0.23402963239241237,0.24727444187984216
0.23402964625126133,0.24727471367198472
0.23402074809009152,0.2472764665840832
0.23400417663680326,0.24728331721110208
0.23398330588261038,0.2472704339801237
0.23398276869740345,0.24726877699586702
0.23397541234900734,0.2472712109391251
0.23397539348179675,0.24727058604420005
0.23397539030176973,0.24727051833712588
0.23395928798115537,0.24727603587999897
0.23394545007515644,0.24728351367714094
0.23394469390738443,0.2472837235639822
0.23394242255623007,0.24728728027863228
0.23392185397992682,0.24728967347261643
